Nama CCTV,Jalan,Kelurahan,Kecamatan,Dinas,Hari,Jam,Jam Obervasi,Anomali,Anomali Kategori,KodeSurveyor,File Video CCTV
CCTV CIHAMPELAS-SKYWALK 07,Jl. Cihampelas,Cipaganti,Coblog,DISKOMINFO,Sabtu,18:00,-,CCTV hilang,Offline,140810230071,
TM CIKAPAYANG DAGO_01,Jl. Insinyur Haji Djuanda,Lebak Siliwangi,Coblong,DPKP3,Sabtu,18:00,18.10 - 18.20,CCTV buffering,Tidak Berfungsi,140810230071,https://drive.google.com/file/d/1TB6Yy6nSBRQeEk2-ksQM6VdyeJ8nwDQX/view?usp=sharing
CCTV SIMPANG DAGO 01,Jl. Ir. H. Juanda,Dago,Coblong,DISKOMINFO,Sabtu,18:00,20.45 - 20.55,CCTV tertutup pohon & kabel,Terhalang Objek,140810230071,https://drive.google.com/file/d/1knsVoGgJDcGXIP4iLJh4rptIbeG2VtCa/view?usp=sharing
CCTV JL. RUMAH SAKIT-UJUNG BERUNG 02,Jl. Rumah Sakit,Pakemitan,Cinambo,DISKOMINFO,Sabtu,18:00,18.12 - 18.22,-,Tidak Beranomali,140810230071,https://drive.google.com/file/d/1TBdjs0sydYfUWka7yzftMseQ4ETBnHPw/view?usp=sharing
LOBBY PDAM TIRTAWENING,Jl. Siliwangi no. 1,-,Kuningan,PDAM,Sabtu,18:00,18.39 - 18.49,-,Tidak Beranomali,140810230071,https://drive.google.com/file/d/13uKNBRbuJM9c48AG66nEyPCaSSabia3X/view?usp=sharing
CCTV JL CIGADUNG 02,Jl. Cigadung Raya Barat,Cigadung,Cibeunying Kaler,DISKOMINFO,Sabtu,18:00,18.35 - 18.45,CCTV buffering,Tidak Berfungsi,140810230071,https://drive.google.com/file/d/1drH3tZTkH83z6_sv6CvytaGSmW3VYJex/view?usp=sharing
CCTV PASAR CIROYOM,Jl. Rajawali Timur,Ciroyom,Andir,DISKOMINFO,Sabtu,18:00,18.48 - 18.58,CCTV agak Lag,Tidak Berjalan Normal,140810230071,https://drive.google.com/file/d/1YaBwAe2mhfGe0qHsayWxtDdoIKBlba9A/view?usp=sharing
CCTV SETIABUDI GERLONG 03,Jl. Dokter Setiabudi,Gegerkalong,Sukasari,DISKOMINFO,Sabtu,19:00,18.30-18.50,CCTV buffering,Tidak Berfungsi,140810230071,https://drive.google.com/file/d/1-rZl_P10e-uPtJ21OFimzuKHxHbs13G5/view?usp=sharing
CCTV PERTIGAAN AH NASUTION-PASIR IMPUN 01,Jl. A.H. Nasution,Sukamiskin,Arcamanik,DISKOMINFO,Sabtu,19:00,19.26 - 19.36,CCTV agak buram,Visual Kurang Jelas,140810230071,https://drive.google.com/file/d/1EKpx2sh18gk7qlezzmewtiavUdI1LhQC/view?usp=sharing
CCTV ACEH-WASTUKENCANA,Jl. Wastukencana,Taman Sari,Bandung Wetan,DISKOMINFO,Sabtu,19:00,19.00 - 19.10,,Tidak Beranomali,140810230072,AcehWastukencana.mp4
CCTV GERBANG KEBON BINATANG 01,Jl. Kebun Binatang Nomor 6,Lebak Siliwangi,Coblong,DISKOMINFO,Sabtu,19:00,19.13 - 19.23,,Tidak Beranomali,140810230072,GerbongKbonBinatang 01.mp4
CCTV JL. SURYA SUMANTRI 02,Jl. Dangdeur Indah III,Sukagalih,Sukajadi,DISKOMINFO,Sabtu,19:00,19.23 - 19.34,CCTV tertutup pohon,Terhalang Objek,140810230072,SuryaSumantri02.mp4
CCTV VIADUCT 1 02,Jl. Suniaraja,Braga,Sumur Bandung,DISKOMINFO,Sabtu,19:00,19.33 - 19.43,,Tidak Beranomali,140810230072,Viaduct 1 02.mp4
CCTV BRAGA 03,Jl. Braga,Braga,Sumur Bandung,DISKOMINFO,Sabtu,20:00,20.00 - 20.10,,Tidak Beranomali,140810230072,Braga 03.mp4
CCTV SURAPATI-CORE_02,Jl. Padasuka,Pasirlayung,Cibeunying Kidul,DISKOMINFO,Sabtu,20:00,,CCTV tidak bisa diakses,Tidak Berfungsi,140810230072,
CCTV JALAN CITARUM-PET PARK 01,Jl. Cilaki,Cihapit,Bandung Wetan,DISKOMINFO,Sabtu,20:00,20.10 - 20.20,,Tidak Beranomali,140810230072,Citarum PetPark 1.mp4
CCTV JALAN IR. SOEKARNO 01,Jl Cikapundung Timur,Braga,Sumur Bandung,DISKOMINFO,Sabtu,20:00,20.21 - 20.31,,Tidak Beranomali,140810230072,Ir.Soekarno 01.mp4
CCTV GASIBU_02,Jl. Diponegoro,Citarum,Bandung Wetan,DISKOMINFO,Sabtu,20:00,20.41 - 20.51,CCTV buram,Visual Kurang Jelas,140810230072,Gasibu 02.mp4
CCTV FLY OVER KOPO-LEUWI PANJANG 02,Jl. Flyover Leuwi Panjang Kopo,Kopo,Bojongloa Kaler,DISKOMINFO,Sabtu,20:00,20.51 - 20.56,,Tidak Beranomali,140810230072,FlyOver Kopo_leuwiPanjang 02.mp4
TAMAN LANSIA_02,Jl. Cisangkuy,Citarum,Bandung Wetan,DPKP3,Sabtu,21:00,21.00 - 21.10,CCTV agak lag,Tidak Berjalan Normal,140810230073,TAMAN LANSIA_02.mp4
CCTV SIMPANG KERETA KIARA CONDONG-FLY OVER 01,Jl. Babakan Sari II,Babakan Sari,Kiaracondong,DISKOMINFO,Sabtu,21:00,21.00 - 21.10,-,Tidak Beranomali,140810230073,CCTV SIMPANG KERETA KIARA CONDONG-FLY OVER 01 - Made with Clipchamp.mp4
CCTV JALAN CITARUM-PET PARK 01,Jl. Cilaki,Cihapit,Bandung Wetan,DISKOMINFO,Sabtu,21:00,21.12 - 21.22,CCTV agak lag,Tidak Berjalan Normal,140810230073,CCTV JALAN CITARUM-PET PARK 01.mp4
CCTV RANCANUMPANG 02,Jl. Rancanumpang,Rancanumpang,Gedebage,DISKOMINFO,Sabtu,21:00,21.12 - 21.22,CCTV Buffering,Tidak Berfungsi,140810230073,CCTV RANCANUMPANG 02.mp4
CCTV PAGARSIH 02,Jl. Pagarsih Barat,Cibadak,Astanaanyar,DISKOMINFO,Sabtu,21:00,21.24 - 21.34,-,Tidak Beranomali,140810230073,CCTV PAGARSIH 02.mp4
CCTV PAGARSIH 01,Jl. Pagarsih Barat,Cibadak,Astanaanyar,DISKOMINFO,Sabtu,21:00,21.24 - 21.34,CCTV Buffering,Tidak Berfungsi,140810230073,CCTV PAGARSIH 01.mp4
CCTV BORMA CIKUTRA 01,Jl. Cikutra Barat,Cigadung,Cibeunying Kaler,DISKOMINFO,Sabtu,21:00,21.36 - 21.46,-,Tidak Beranomali,140810230073,CCTV BORMA CIKUTRA 01.mp4
CCTV CIMINDI-JEMBATAN_02,Jl. Jend H. Amir Machmud,Cigugur Tengah,Cimahi Tengah,DISKOMINFO,Sabtu,21:00,21.36 - 21.46,-,Tidak Beranomali,140810230073,CCTV CIMINDI-JEMBATAN_02.mp4
CCTV PASAR KIARACONDONG 01,Jl. Letnan Jendral Ibrahim Adjie,Kebon Jayanti,Kiara Condong,DISKOMINFO,Sabtu,21:00,21.47 - 21.57,-,Tidak Beranomali,140810230073,CCTV PASAR KIARACONDONG 01.mp4
CCTV FLY OVER CIMINDI-JL. BUDI 01,Jl. Budi,Sukaraja,Cicendo,DISKOMINFO,Sabtu,22:00,21.47 - 21.57,CCTV agak lag,Tidak Berjalan Normal,140810230073,CCTV FLY OVER CIMINDI-JL. BUDI 01.mp4
CCTV PASAR KOSAMBI 02,Jl. Jendral Ahmad Yani,Malabar,Lengkong,DISKOMINFO,Sabtu,22:00,22.00 - 22.10,Jam Salah,Salah Timestamp,140810230074,https://drive.google.com/file/d/14MVy5wdrv-nrWIF9UVIoyT4pvFg44N5F/view?usp=drive_link
CCTV JL AHMAD YANI 02,Jl. A. Yani,Kebon Pisang,Sumur Bandung,DISKOMINFO,Sabtu,22:00,22.00 - 22.10,CCTV Buffering,Tidak Berfungsi,140810230074,https://drive.google.com/file/d/14MVy5wdrv-nrWIF9UVIoyT4pvFg44N5F/view?usp=drive_link
CCTV TAMAN SARI-DAYANG SUMBI 01,Jl. Dayang Sumbi,Lebak Siliwangi,Coblong,DISKOMINFO,Sabtu,22:00,22.11 - 22.21,CCTV Buffering,Tidak Berfungsi,140810230074,https://drive.google.com/file/d/1m73y8PUHxixOURpJlq-6KzXo7euV6UUy/view?usp=drive_link
TAMAN PASUPATI_02,Jl. Tamansari No.66,Lb. Siliwangi,Coblong,DPKP3,Sabtu,22:00,22.11 - 22.21,Tidak ada keterangan waktu,Salah Timestamp,140810230074,https://drive.google.com/file/d/1m73y8PUHxixOURpJlq-6KzXo7euV6UUy/view?usp=drive_link
CCTV CIATEUL 02,Jl. PLN Ciateul,Ciateul,Regol,DISKOMINFO,Minggu,06:00,06.10 - 06.19,-,Tidak Beranomali,140810230074,https://drive.google.com/file/d/1RJF30aR39_sO1_S4Tu-oMUBv5dve3J1i/view?usp=drive_link
CCTV JL RIAU YOGYA JUNCTION,Jl. L. L. R.E. Martadinata,Citarum,Bandung Wetan,DISKOMINFO,Minggu,06:00,06.31 - 06 - 41,Terhalang Objek (Lampu),Terhalang Objek,140810230074,https://drive.google.com/file/d/1lw21NfgeAM4_U6qYiMmSy0abgEfELQNm/view?usp=drive_link
PARKIR TRUNOJOYO RIAU PTZ,Jl. Laksamana Laut Raden Eddy Martadinata,Citarum,Bandung Wetan,DISHUB,Minggu,06:00,06.41 - 06.50,CCTV Buffering,Tidak Berfungsi,140810230074,https://drive.google.com/file/d/1OKNIHIkpHYEVUVvZXUoaECzHia2FYKki/view?usp=drive_link
CIKAPUNDUNG RIVER_02,Jl. Dr. Ir. Sukarno,Braga,Sumur Bandung,DPKP3,Minggu,06:00,06.30 - 06.40,CCTV Buffering,Tidak Berfungsi,140810230074,https://drive.google.com/file/d/1BzlrZs-PT1a8WRWkGFdmHSmhoXk0Rg8B/view?usp=drive_link
CCTV BUAH BATU-DEPAN GRIYA 02,Jl. Buah Batu No. 183-185,Turangga,Lengkong,DISKOMINFO,Minggu,06:00,06.42 - 06.52,Terhalang Objek (Kabel Listrik),Terhalang Objek,140810230074,https://drive.google.com/file/d/1oPZdwcQnOq24nyclzCndQAx3JHWpggVV/view?usp=drive_link
CCTV BURANGRANG BPI 01,Jl. Burangrang No. 8,Burangrang,Lengkong,DISKOMINFO,Minggu,07:00,07.05 - 07.15,Terhalang Objek (Ranting),Terhalang Objek,140810230074,https://drive.google.com/file/d/1SrYzxBxJqWETuDZpMnw_6lb--6T5jinb/view?usp=drive_link
CCTV CICADAS - CIKUTRA 01,Jl. Jenderal Ahmad Yani,Cikutra,Cibeunying Kidul,DISKOMINFO,Minggu,07:00,07:20 - 07:30,Terhalang kabel,Terhalang Objek,140810230075,https://drive.google.com/file/d/1ANUa93xLO86NC1aIPpZs_peY724zWdFi/view?usp=drive_link
CCTV SOETA-KIRCON 02,Jl. Letnan Jenderal Ibrahim Adjie,Cijaura,Buahbatu,DISKOMINFO,Minggu,07:00,07:20 - 07:30,cctv buffering,Tidak Berfungsi,140810230075,https://drive.google.com/file/d/1GzTTyz5ScQ9ns2pgZt-h2b8OzMN11XXU/view?usp=drive_link
CCTV TAMAN SARI-DAYANG SUMBI 01,Jl. Dayang Sumbi,Lebak Siliwangi,Coblong,DISKOMINFO,Minggu,07:00,07:30 - 07:40,cctv buffering,Tidak Berfungsi,140810230075,https://drive.google.com/file/d/1wZ5C65yrS2loavPyfywQgz2dMwiw5f5W/view?usp=drive_link
CCTV JL SUKAJADI PVJ 01,Jl. Sukajadi,Cipedes,Sukajadi,DISKOMINFO,Minggu,07:00,07:30 - 07:40,-,Tidak Beranomali,140810230075,https://drive.google.com/file/d/1QlNZdmmpVCfxurXpEA6bR-E1BLwj-MF7/view?usp=drive_link
CCTV PASAR KOSAMBI 01,Jl. Jendral Ahmad Yani,Malabar,Lengkong,DISKOMINFO,Minggu,08:00,08:00 - 08:10,-,Tidak Beranomali,140810230075,https://drive.google.com/file/d/1TSSid41r-zJTwWzd9MBtatcuIm5-CXAR/view?usp=drive_link
CCTV JL WAAS BATUNUNGGAL 01,Jl. WAAS NO 1,Batununggal,Bandung kidul,DISKOMINFO,Minggu,08:00,08:00 - 08:10,cctv burem,Visual Kurang Jelas,140810230075,https://drive.google.com/file/d/1Vs45zrusrUQejQ7fFzdz4tg8uCCHItbr/view?usp=drive_link
CCTV ANTAPANI-DEPAN BORMA 01,Jl. Terusan Jakarta,Cicaheum,Antapani,DISKOMINFO,Minggu,08:00,08:20 - 08:30,-,Tidak Beranomali,140810230075,https://drive.google.com/file/d/1pZn7ibqnm3I2gCHz3gJWEHHJk7JwUCur/view?usp=drive_link
CCTV JALAN IR. SOEKARNO 01,Jl Cikapundung Timur,Braga,Sumur Bandung,DISKOMINFO,Minggu,08:00,08:20 - 08:30,-,Tidak Beranomali,140810230075,https://drive.google.com/file/d/1u0jqjqGA6ZUhdpuU7VxBcg3U7sQZ26Ql/view?usp=drive_link
CCTV JL SUKAJADI PVJ 01,Jl. Sukajadi,Cipedes,Sukajadi,DISKOMINFO,Minggu,08:00,08:30 - 08:40,-,Tidak Beranomali,140810230075,https://drive.google.com/file/d/1z4G_aAoExtoWzPBVdhGu0yJJhyZAQ0GB/view?usp=drive_link
CCTV CIJERAH PAL TILU 02,Jl. Jend Sudirman,Cijerah,Bandung Kulon,DISKOMINFO,Minggu,09:00,09:40 - 09:50,-,Tidak Beranomali,140810230075,https://drive.google.com/file/d/1uotnSxKNFWEX-1kgXhoZrkFqp8iSqsm6/view?usp=drive_link
CCTV SIMPANG KERETA KIARA CONDONG-FLY OVER 02,Jl. Babakan Sari II,Babakan Sari,Kiaracondong,DISKOMINFO,Minggu,09:00,09:01 - 09:12,-,Tidak Beranomali,140810230076,CCTV SIMPANG KERETA KIARA CONDONG-FLY OVER 02.mp4
CCTV JL ASIA AFRIKA BRI TOWER 02,Jl. Asia Afrika,Banceuy,Sumur Bandung,DISKOMINFO,Minggu,09:00,09:13 - 09:24,CCTV terkadang glitch,Visual Kurang Jelas,140810230076,CCTV JL ASIA AFRIKA BRI TOWER 02.mp4
CCTV JL. RUMAH SAKIT-CINAMBO 01,Jl. Rumah Sakit,Sukamulya,Cinambo,DISKOMINFO,Minggu,09:00,09:27 - 09:38,CCTV delay sekitar 1-2 menit,Tidak Berjalan Normal,140810230076,CCTV JL. RUMAH SAKIT-CINAMBO 01.mp4
TAMAN PASUPATI_01,Jl. Tamansari No.66,Lb. Siliwangi,Coblong,DPKP3,Minggu,09:00,09:16 - 09:28,"Hari, tanggal, bulan, dan waktu pada CCTV tidak sesuai",Salah Timestamp,140810230076,TAMAN PASUPATI_01.mp4
CCTV PASTEUR-PASOPATI_02,Jl. Doktor Louis Pasteur,Pasteur,Sukajadi,DISKOMINFO,Minggu,09:00,09:04 - 09:15,-,Tidak Beranomali,140810230076,CCTV PASTEUR-PASOPATI_02.mp4
CCTV PERTIGAAN CICADAS KIRCON 02,Jl. Ibrahim Adjie,Babakan Surabaya,Kiaracondong,DISKOMINFO,Minggu,10:00,10:03 - 10:15,-,Tidak Beranomali,140810230076,CCTV PERTIGAAN CICADAS KIRCON 02.mp4
CCTV BRAGA 01,Jl. Braga,Braga,Sumur Bandung,DISKOMINFO,Minggu,10:00,10:16 - 10:28,-,Tidak Beranomali,140810230076,CCTV BRAGA 01.mp4
MPP_2,-,-,-,DISHUB,Minggu,10:00,,CCTV tidak ditemukan,Offline,140810230076,
CCTV JL. PURWAKARTA-GASMIN 02,Jl. Purwakarta No.216,Antapani Tengah,Antapani,DISKOMINFO,Minggu,10:00,10:17 - 10:29,"Hari, tanggal, bulan, dan waktu pada CCTV tidak sesuai",Salah Timestamp,140810230076,CCTV JL. PURWAKARTA-GASMIN 02.mp4
CCTV CICADAS - CIKUTRA 02,Jl. Jenderal Ahmad Yani,Cikutra,Cibeunying Kidul,DISKOMINFO,Minggu,10:00,10:04 - 10:15,-,Tidak Beranomali,140810230076,CCTV CICADAS - CIKUTRA 02.mp4g
CCTV TAMAN SARI - WS 02,Jl. Dayang Sumbi,Lebak Siliwangi,Coblong,DISKOMINFO,Minggu,10:00,,-,Tidak Beranomali,140810230077,https://drive.google.com/file/d/17FmuMhcnTKuA-8p5FgsPTlO7DBdsaPUI/edit
TAMAN TEGALEGA_13,Jl. Otto Iskandar Dinata,Karanganyar,Astanaanyar,DPKP3,Minggu,10:00,,-,Tidak Beranomali,140810230077,https://drive.google.com/file/d/17FmuMhcnTKuA-8p5FgsPTlO7DBdsaPUI/edit
CCTV TAMAN SARI-DAYANG SUMBI 01,Jl. Dayang Sumbi,Lebak Siliwangi,Coblong,DISKOMINFO,Minggu,11:00,11:00 - 11:12,CCTV buffering,Tidak Berfungsi,140810230077,https://drive.google.com/drive/folders/1LEDLYIrndlKaelQaukks3RdxNa5GndfH
CCTV SOETA-BUBAT 02,Jl. Buah Batu,LENGKONG,TURANGGA.,DISKOMINFO,Minggu,11:00,11:00 - 11:12,CCTV buffering,Tidak Berfungsi,140810230077,https://drive.google.com/drive/folders/1LEDLYIrndlKaelQaukks3RdxNa5GndfH
LOBBY PDAM TIRTAWENING,Jl. Siliwangi no. 1,-,Kuningan,PDAM,Minggu,11:00,11:14 - 11:24,-,Tidak Beranomali,140810230077,https://drive.google.com/drive/folders/1LEDLYIrndlKaelQaukks3RdxNa5GndfH
CCTV JALAN RIAU-ASMTB 01,Jl. L. L. R.E. Martadinata No.93-95,Cimanuk,Bandung Wetan,DISKOMINFO,Minggu,11:00,11:14 - 11:24,-,Tidak Beranomali,140810230077,https://drive.google.com/drive/folders/1LEDLYIrndlKaelQaukks3RdxNa5GndfH
CCTV PASAR CIROYOM 02,Jl. Rajawali Timur,Ciroyom,Andir,DISKOMINFO,Minggu,11:00,11:27 - 11:37,-,Tidak Beranomali,140810230077,https://drive.google.com/drive/folders/1nbCnwHM3oe8PWSgd5c6WAuUKrAFPeQ6e
CCTV DAGO 1-CIKAPAYANG 01,Jl. insinyur haji djuanda kartawidjaya,lebak siliwangi,coblong,DISKOMINFO,Minggu,11:00,11:27 - 11:37,-,Tidak Beranomali,140810230077,https://drive.google.com/drive/folders/1nbCnwHM3oe8PWSgd5c6WAuUKrAFPeQ6e
CCTV KOPO BIZPARK / DPN BRI KOPO 01,Jl. Raya Kopo,Cirangrang,Babakan Ciparay,DISKOMINFO,Minggu,11:00,11:27 - 11:37,-,Tidak Beranomali,140810230077,https://drive.google.com/drive/folders/1nbCnwHM3oe8PWSgd5c6WAuUKrAFPeQ6e
CCTV SIMPANG DAGO 01,Jl. Ir. H. Juanda,Dago,Coblong,DISKOMINFO,Minggu,11:00,11:27 - 11:37,-,Tidak Beranomali,140810230077,https://drive.google.com/drive/folders/1nbCnwHM3oe8PWSgd5c6WAuUKrAFPeQ6e
TAMAN TEGALEGA_12,Jl. Otto Iskandar Dinata,Karanganyar,Astanaanyar,DPKP3,Minggu,12:00,12:03 - 12:18,-,Tidak Beranomali,140810230079,TAMAN TEGALEGA_12.mp4
CCTV KATAMSO 01,Jl. Brigadir Jendral Katamso No.67,Cihaur Geulis,Cibeunying Kaler,DISKOMINFO,Minggu,12:00,12:20 - 12:30,-,Tidak Beranomali,140810230079,CCTV Katamso 01
CCTV FLY OVER ANTAPANI 01,Jl. Flyover Jaksa Agung R. Soeprapto,Kebonwaru,Batununggal,DISKOMINFO,Minggu,12:00,12:12 - 12-23,CCTV terhalang objek (Kabel),Terhalang Objek,140810230079,CCTV FLY OVER ANTAPANI 01 12.00.mp4
CCTV JL. RUMAH SAKIT-UJUNG BERUNG 01,Jl. Rumah Sakit,Pakemitan,Cinambo,DISKOMINFO,Minggu,12:00,12:29 - 12:39,-,Tidak Beranomali,140810230079,CCTV JL. RUMAH SAKIT-UJUNG BERUNG 01.mp4
CCTV KOPO-RS BANDUNG KIWARI 02,Jl. Raya Kopo,Bojongloa Kidul,Situsaer,DISKOMINFO,Minggu,13:00,13:05 - 13:15,CCTV terhalang objek (Pohon),Terhalang Objek,140810230079,CCTV KOPO-RS BANDUNG KIWARI 02.mp4
CCTV PERTIGAAN AH NASUTION-PASIR IMPUN 02,Jl. A.H. Nasution,Sukamiskin,Arcamanik,DISKOMINFO,Minggu,13:00,13:16 - 13:26,CCTV terhalang objek (Kabel),Terhalang Objek,140810230079,CCTV Pertigaan AH Nasution-Pasar Impun 02.mp4
CCTV JL. CIHAPIT 01,Jl. Cihapit No.1,Cihapit,Bandung Wetan,DISKOMINFO,Minggu,13:00,13:00 - 13:10,-,Tidak Beranomali,140810230079,CCTV JL. CIHAPIT 01 13.00
CCTV JL. PALASARI 01,Jl. Palasari No. 1,Cisurupan,Cibiru,DISKOMINFO,Minggu,13:00,13:07 - 13:18,-,Tidak Beranomali,140810230079,CCTV JL. PALASARI 01.mp4
CCTV PERTIGAAN AH NASUTION-CIJAMBE 01,Jl. A.H. Nasution,Cisantren Bina Harapan,Arcamanik,DISKOMINFO,Minggu,14:00,14:01 - 14:11,Sebagian kecil terhalang kabel & telat 1 menit,Terhalang Objek,140810230079,CCTV PERTIGAAN AH NASUTION-CIJAMBE 01.mp4
CCTV GATOT SUBROTO-BINONG_01,Jl Letnan Jenderal Ibrahim Adjie,Binong,Batununggal,DISKOMINFO,Minggu,14:00,14:07 - 14:17,-,Tidak Beranomali,140810230079,CCTV Gatot Subroto-Binong_01.mp4
CCTV JL ASIA AFRIKA BRI TOWER 02,Jl. Asia Afrika,Banceuy,Sumur Bandung,DISKOMINFO,Minggu,14:00,14:00 - 14:13,-,Tidak Beranomali,140810230080,CCTV JL ASIA AFRIKA BRI TOWER 02 2024-05-05 14-01-18.mp4
CCTV PASTEUR-PASOPATI_02,Jl. Doktor Louis Pasteur,Pasteur,Sukajadi,DISKOMINFO,Minggu,14:00,14:23 - 14:33,-,Tidak Beranomali,140810230080,CCTV PASTEUR-PASOPATI_02.mp4
CCTV SOETA-BUBAT 02,Jl. Buah Batu,LENGKONG,TURANGGA.,DISKOMINFO,Minggu,14:00,14:13 - 14:23,CCTV tidak bisa diakses,Tidak Berfungsi,140810230080,CCTV SOETA-BUBAT 02.mp4
CCTV JL. ANTAPANI-TERMINAL ANTAPANI 02,Jl Antapani,Antapani Tengah,Antapani,DISKOMINFO,Minggu,14:00,14:23 - 14:33,-,Tidak Beranomali,140810230080,CCTV JL. ANTAPANI-TERMINAL ANTAPANI 02.mp4
CCTV KEBON KAWUNG - PASKAL 02,Jl. Kesatriaan No.1,Arjuna,Cicendo,DISKOMINFO,Minggu,14:00,14:29 - 14:39,CCTV tidak bisa diakses,Tidak Berfungsi,140810230080,CCTV KEBON KAWUNG - PASKAL 02 2024-05-05 14-29-08.mp4
PARKIR TRUNOJOYO RIAU PTZ,Jl. Laksamana Laut Raden Eddy Martadinata,Citarum,Bandung Wetan,DISHUB,Minggu,14:00,14:34 - 14:44,CCTV tidak bisa diakses,Tidak Berfungsi,140810230080,PARKIR TRUNOJOYO RIAU PTZ.mp4
CCTV MOH TOHA-RS SARTIKA ASIH 02,Jl. Moh Toha,Ciateul,Regol,DISKOMINFO,Minggu,14:00,14:41 - 14:51,CCTV kadang-kadang blur,Visual Kurang Jelas,140810230080,CCTV MOH TOHA-RS SARTIKA ASIH 02 2024-05-05 14-40-41.mp4
CCTV BATAS KOTA 01,Jl. Jenderal Haji Amir Machmud,Cibereum,Kertasari,DISKOMINFO,Minggu,14:00,14:34 - 14:44,-,Tidak Beranomali,140810230080,CCTV BATAS KOTA 01.mp4
CCTV MOH TOHA-DEPAN HUBDAM 01,Jl. Moh Toha,Ciateul,Regol,DISKOMINFO,Minggu,15:00,15:02 - 15:12,CCTV tidak bekerja,Tidak Berfungsi,140810230080,CCTV MOH TOHA-DEPAN HUBDAM 01 2024-05-05 15-02-28.mp4
CCTV TERUSAN BUAH BATU-JEMBATAN TOL 02,Jl. Buah Batu,Kujangsari,Bandung Kidul,DISKOMINFO,Minggu,15:00,,-,Tidak Beranomali,140810230080,https://drive.google.com/file/d/1Qij01tFwLF_6AoDLs0z73f6-qasDFpNu/view?usp=sharing
TM PERS MALABAR 03,Jl. Malabar,Lingkar Selatan,Lengkong,DPKP3,Minggu,15:00,15:17 - 15:27,CCTV buffering,Tidak Berfungsi,140810230081,TM PERS MALABAR 03.mp4
CCTV SUKAJADI SUKAGALIH 02,Jl. Sukajadi,Sukabungah,Sukajadi,DISKOMINFO,Minggu,15:00,15:17 - 15:27,-,Tidak Beranomali,140810230081,CCTV SUKAJADI SUKAGALIH 02.mp4
TAMAN TEGALEGA_11,Jl. Otto Iskandar Dinata,Karanganyar,Astanaanyar,DPKP3,Minggu,15:00,15:30 - 15:40,CCTV buffering,Tidak Berfungsi,140810230081,TAMAN TEGALEGA_11.mp4
CCTV DEPAN PENDOPO 02,Jl. Asia Afrika,Balong Gede,Regol,DISKOMINFO,Minggu,15:00,15:30 - 15:40,CCTV glitch,Visual Kurang Jelas,140810230081,CCTV DEPAN PENDOPO 02.mp4
CCTV JL CIKUTRA PERTIGAAN 01,Jl. Cikutra,Neglasari,Cibeunying Kaler,DISKOMINFO,Minggu,16:00,16:04 - 16:14,-,Tidak Beranomali,140810230081,CCTV JL CIKUTRA PERTIGAAN 01.mp4
CCTV PHH MUSTOFA POM-BENSIN PARK HOTEL 02,Jl. Penghulu Haji Hasan Mustopa,Neglasari,Cibeunying Kaler,DISKOMINFO,Minggu,16:00,16:04 - 16:14,-,Tidak Beranomali,140810230081,CCTV PHH MUSTOFA POM-BENSIN PARK HOTEL 02.mp4
CCTV JL. SURAPATI - GASIBU 02,Jl. Layang Pasupati,Lebakgede,Coblong,DISKOMINFO,Minggu,16:00,16:16 - 16:26,"CCTV glitch,",Visual Kurang Jelas,140810230081,CCTV JL. SURAPATI - GASIBU 02.mp4
CCTV PASAR KOSAMBI 02,Jl. Jendral Ahmad Yani,Malabar,Lengkong,DISKOMINFO,Minggu,16:00,16:16 - 16:26,CCTV salah jam,Salah Timestamp,140810230081,CCTV PASAR KOSAMBI 02.mp4
TAMAN RADIO_03,Jl. Ir. H. Juanda,Tamansari,Bandung Wetan,DPKP3,Selasa,06:00,06:04 - 06:14,CCTV buffering,Tidak Berfungsi,140810230081,TAMAN RADIO_03.mp4
CCTV JL. PURWAKARTA-GASMIN 01,Jl. Purwakarta No. 216,Antapani Tengah,Antapani,DISKOMINFO,Selasa,06:00,06:04 - 06:14,CCTV salah jam dan tanggal,Salah Timestamp,140810230081,CCTV JL. PURWAKARTA-GASMIN 01.mp4
CCTV CICADAS - CIKUTRA 01,Jl. Jenderal Ahmad Yani,Cikutra,Cibeunying Kidul,DISKOMINFO,Minggu,16:00,16:05 - 16:15,-,Tidak Beranomali,140810230082,CCTV CICADAS - CIKUTRA 01.mp4
CCTV CIHAMPELAS_01,Jl. Cihampelas,Taman sari,Bandung Wetan,DISKOMINFO,Minggu,17:00,17:00 - 17:10,Rekaman CCTV hanya 29 detik,Tidak Berjalan Normal,140810230082,CCTV CIHAMPELAS_01.mp4
CCTV CICENDO - KB KAWUNG 02,Jl. Cicendo,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Minggu,17:00,17:01 - 17:11,-,Tidak Beranomali,140810230082,CCTV CICENDO - KB KAWUNG 02.mp4
CCTV JL ASIA AFRIKA BRI TOWER 02,Jl. Asia Afrika,Banceuy,Sumur Bandung,DISKOMINFO,Minggu,17:00,17:11 - 17:20,-,Tidak Beranomali,140810230082,CCTV JL ASIA AFRIKA BRI TOWER 02.mp4
CCTV JL RIAU PENGADILAN 01,Jl. Riau,Citarum,Bandung Wetan,DISKOMINFO,Minggu,17:00,17:12 - 17:22,Sebagian pandangan CCTV terhalang pohon,Terhalang Objek,140810230082,CCTV JL RIAU PENGADILAN 01.mp4
